unidade;papel;posicao;papel_do_ponto;alvo_E;alvo_N;raio_m;ancora;valvulas;planta;tipo;matriz;d_foco_OESTE_m;d_foco_ESTE_m;coordenada_da_planta;pergola_por_cima;porque;margem;se_positivo;se_negativo
T1;TRANSECTO — foco ocidental, vazio de terreno;T1c;FORA — copado aparentemente sao, >= 20 m alem da orla;ancorado no terreno;ancorado no terreno;-;mesma direccao radial, >= 20 m para la da orla, na mesma fila sempre que a fila o permita;v8 / v9 / v7 — a determinar pelo GPS de campo, nao a priori;T1c;assintomatica;solo 0-30 cm;a calcular DEPOIS do GPS de campo;a calcular DEPOIS do GPS de campo;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Controlo de PROXIMIDADE: mesma fila, mesma valvula, mesma gestao, mesmo solo, a metros de distancia. Se o agente aparecer aqui tambem, nao explica o vazio. Distingue-se de U3/U4, que sao controlos de TERRENO a centenas de metros.;"O ANCORAMENTO E DE CAMPO E NAO NOSSO. O centro do transecto e o centro que o GESTOR aponta no terreno, no dia, e a orla e onde ele diz que o vazio acaba. NAO se usa o centro E530476 N4655046 nem as 3,98 ha: esse e o nucleo n.o 22 da corrida B, delimitado por ANOMALIA de NDVI e NDMI, com first = 2026-07-27 — geometria de 2026 sobre uma colheita de 2025-06-06 — e com 30 m de dispersao de centro entre derivacoes independentes. Os «11,4 m do centro do foco» que circularam sao a distancia entre DUAS ESTIMATIVAS DO MESMO CENTROIDE PELO MESMO INSTRUMENTO: informacao locacional zero, e precisao falsa a 1,14 celulas de 10 m. NAO CITAR. O foco OESTE da cadeia (E530485 N4655053) entra aqui so como verificacao POSTERIOR, nunca como alvo. MARGEM SOBRE O PROPRIO TESTEMUNHO: o gestor esta em dialogo com este processo ha semanas. Confirmou que identificou o vazio no TERRENO; fica por perguntar se alguma vez lhe foram mostrados os nossos mapas de NDVI. E uma linha, e e a diferenca entre observacao independente e observacao ancorada.";GRADIENTE centro>orla>fora ou orla>centro: assinatura de agente de solo em propagacao. NAO identifica qual — forma circular e compativel com Armillaria, Rosellinia e Phytophthora e nao distingue entre eles. SEM GRADIENTE, positivo em todos: nao ha propagacao a medir, e o vazio e outra coisa.;as linhas do 331/2025 nao reproduzem no proprio vazio que o gestor ve, com o mesmo laboratorio. A unica coluna da matriz nao e estavel, D7 passa a achado isolado, e para-se de tratar as nove presencas como material de trabalho. E um resultado FORTE.
T1;TRANSECTO — foco ocidental, vazio de terreno;T1c;FORA — copado aparentemente sao, >= 20 m alem da orla;ancorado no terreno;ancorado no terreno;-;mesma direccao radial, >= 20 m para la da orla, na mesma fila sempre que a fila o permita;v8 / v9 / v7 — a determinar pelo GPS de campo, nao a priori;T1c;assintomatica;solo 40-80 cm;a calcular DEPOIS do GPS de campo;a calcular DEPOIS do GPS de campo;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Controlo de PROXIMIDADE: mesma fila, mesma valvula, mesma gestao, mesmo solo, a metros de distancia. Se o agente aparecer aqui tambem, nao explica o vazio. Distingue-se de U3/U4, que sao controlos de TERRENO a centenas de metros.;"O ANCORAMENTO E DE CAMPO E NAO NOSSO. O centro do transecto e o centro que o GESTOR aponta no terreno, no dia, e a orla e onde ele diz que o vazio acaba. NAO se usa o centro E530476 N4655046 nem as 3,98 ha: esse e o nucleo n.o 22 da corrida B, delimitado por ANOMALIA de NDVI e NDMI, com first = 2026-07-27 — geometria de 2026 sobre uma colheita de 2025-06-06 — e com 30 m de dispersao de centro entre derivacoes independentes. Os «11,4 m do centro do foco» que circularam sao a distancia entre DUAS ESTIMATIVAS DO MESMO CENTROIDE PELO MESMO INSTRUMENTO: informacao locacional zero, e precisao falsa a 1,14 celulas de 10 m. NAO CITAR. O foco OESTE da cadeia (E530485 N4655053) entra aqui so como verificacao POSTERIOR, nunca como alvo. MARGEM SOBRE O PROPRIO TESTEMUNHO: o gestor esta em dialogo com este processo ha semanas. Confirmou que identificou o vazio no TERRENO; fica por perguntar se alguma vez lhe foram mostrados os nossos mapas de NDVI. E uma linha, e e a diferenca entre observacao independente e observacao ancorada.";GRADIENTE centro>orla>fora ou orla>centro: assinatura de agente de solo em propagacao. NAO identifica qual — forma circular e compativel com Armillaria, Rosellinia e Phytophthora e nao distingue entre eles. SEM GRADIENTE, positivo em todos: nao ha propagacao a medir, e o vazio e outra coisa.;as linhas do 331/2025 nao reproduzem no proprio vazio que o gestor ve, com o mesmo laboratorio. A unica coluna da matriz nao e estavel, D7 passa a achado isolado, e para-se de tratar as nove presencas como material de trabalho. E um resultado FORTE.
U2;FOCO — oriental;U2-P1;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P1;sintomaticas;raiz fina;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P1;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P1;sintomaticas;colo/tronco;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P1;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P1;sintomaticas;solo 0-30 cm;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P1;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P1;sintomaticas;solo 40-80 cm;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P2;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P2;sintomaticas;raiz fina;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P2;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P2;sintomaticas;colo/tronco;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P2;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P2;sintomaticas;solo 0-30 cm;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P2;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P2;sintomaticas;solo 40-80 cm;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P3;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P3;sintomaticas;raiz fina;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P3;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P3;sintomaticas;colo/tronco;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
U2;FOCO — oriental;U2-P3;sintomaticas;530977.0;4655117.0;90;"foco ESTE, E530977 N4655117 (G34); disco de 90 m RESTRITO as celulas com altura mediana >= 0,5 m em 06-07-2025";v13 (ponto de valvula a 80,8 m) e v14 (93,2 m), bloco B3;U2-P3;sintomaticas;solo 0-30 cm;496.1;0.0;A PRODUZIR NO TERRENO — obrigatoria. Nenhuma das 221 amostras deste caso tem coordenada, e e esse o defeito que as torna inutilizaveis.;A REGISTAR NO TERRENO — ha pergola por cima desta planta? Custa zero e re-certifica a particao de altura de 06-07-2025 no ano que interessa.;Nao existe biologia do lado oriental. A unica amostra e um composto de bloco sobre 9,92 ha dos quais 16,3 % eram chao lavrado em 2021, e a contagem 28/37 NAO pode ser atribuida a plantas do foco ESTE (B7). Sem esta unidade nao se pode dizer se os dois focos sao um problema ou dois — e D1 e S20 ja dizem que os dois terrenos tem historias OPOSTAS.;"NAO HA VAZIO DE TERRENO DECLARADO DESTE LADO, e essa assimetria e ela propria informacao. PERGUNTA DE UMA LINHA, A FAZER ANTES DA CAMPANHA: «ve deste lado um vazio comparavel ao do lado poente?» Se a resposta for nao, os dois focos sao fenomenos diferentes e sabe-se por uma pergunta em vez de por uma campanha. METADE DO DISCO NAO E COPADO: 0,47 m de altura mediana, 50,2 % das celulas abaixo de 0,5 m em 06-07-2025; o limiar operativo de 0,5 m cai a 0,03 m da mediana da propria unidade — corta-a pelo centro — e o IFAP declara KIWI em 65 % do terreno abaixo dele. A particao vale A 06-07-2025 e e HIPOTESE para 2026. E 52,4 % do defice de 2026 no disco de 120 m ja estava em defice continuo desde 2024 ou antes: esta unidade esta CONFUNDIDA com operacoes de gestao ate o registo de operacoes chegar (GES-04).";MESMO agente que T1: um problema com duas expressoes, e a cronologia pode manter-se numa faixa unica. AGENTE DIFERENTE: dois problemas distintos, o dossie separa-se em dois, e e o resultado que mais muda o relatorio.;com T1 positivo, o lado oriental deixa de ter suporte biotico e a hipotese de operacao de gestao (GES-04) sobe sozinha ao topo — sem que se tenha gasto um euro a testa-la.
